,ppmi
1	in,19.5112794394
e.g	nihilist,0.0
e.g	some,0.0
e.g	technology,0.0
e.g	the,0.0
e.g	within,0.0
each	a,0.0
each	ability,0.0
each	according,0.0
each	and,0.0
each	batchelder,0.0
each	be,0.0
each	bit,0.0
each	capacitors,0.0
each	case,0.0
each	could,0.0
each	crowd,0.0
each	different,0.0
each	drum,0.0
each	drums,0.0
each	equation,0.0
each	for,0.0
each	from,0.0
each	gate,0.0
each	gates,0.0
each	government,0.0
each	greene,0.0
each	guiding,0.0
each	his,0.0
each	imamate,0.0
each	in,0.0
each	individual,0.0
each	is,0.0
each	islamic,0.0
each	like,0.0
each	manually,0.0
"each	need"".",0.0
each	number,0.0
each	numbers,0.0
each	of,0.0
each	on,0.0
each	one,0.0
each	organisation,0.0
each	other,0.0
each	principle,0.0
each	repeated,0.0
each	right,0.0
each	seven,0.0
each	sheet,0.0
each	social,0.0
each	the,0.0
each	to,0.0
each	william,0.0
each	within,0.0
each	worker,0.0
eadmer	backing,0.0
eadmer	because,0.0
eadmer	community,0.0
eadmer	had,0.0
eadmer	perhaps,0.0
eadmer	religious,0.0
eadmer	shows,0.0
eadmer	successor,0.0
eadmer	that,0.0
eadmer	the,0.0
eadmer	thurgot's,0.0
eadmer	would-be,0.0
earl	district,0.0
earl	held,0.0
earl	judge,0.0
earl	larson,0.0
earl	r,0.0
earl	u.s,0.0
earl	when,0.0
earlier	1104,0.0
earlier	and,0.0
earlier	by,0.0
earlier	calculating,0.0
earlier	from,0.0
earlier	in,0.0
earlier	machines,0.0
earlier	perhaps,0.0
earlier	step,0.0
earlier	that,0.0
earlier	up,0.0
earlier	year,0.0
earliest	anarchism,0.0
"earliest	anarchism"".",0.0
earliest	anarchist,0.0
earliest	and,0.0
earliest	as,0.0
earliest	be,0.0
earliest	can,0.0
earliest	commercial,0.0
earliest	for,0.0
earliest	free-market,0.0
earliest	from,0.0
earliest	japan.,0.0
earliest	japanese,0.0
earliest	libertarian,0.0
earliest	of,0.0
earliest	the,0.0
earliest	themes,0.0
early	1817–1862,0.0
early	1848,0.0
early	1860's,0.0
early	1920s,0.0
early	1930s,0.0
early	1990s,0.0
early	20th,0.0
early	according,0.0
early	an,0.0
early	anarchism,0.0
early	anarchist,0.0
early	and,0.0
early	animation,0.0
early	arose,0.0
early	as,0.0
early	at,0.0
early	bootleg,0.0
early	by,0.0
early	century,0.0
early	characters,0.0
early	charges,0.0
early	collapse,0.0
early	commercially,0.0
early	computer,0.0
early	computing,0.0
early	copies.,0.0
early	demonstrated,0.0
early	destroying,0.0
early	digital,0.0
early	eclectic,0.0
early	electronic,0.0
early	feminist,0.0
early	hours,0.0
early	important,0.0
early	individualist,0.0
early	influence,0.0
early	influenced,0.0
early	influences,0.0
early	influential,0.0
early	japanese,0.0
early	least,0.0
"early	liberty"".",0.0
early	morning,0.0
early	most,0.0
early	nowadays.,0.0
early	occurred,0.0
early	of,0.0
early	publication,0.0
early	soviet,0.0
early	stages.,0.0
early	states,0.0
early	still,0.0
early	successful,0.0
early	such,0.0
early	these,0.0
early	thoreau,0.0
early	union,0.0
early	unknown,0.0
early	until,0.0
early	up,0.0
early	was,0.0
early	when,0.0
early	works.,0.0
early	writings,0.0
earthquake	1923,0.0
earthquake	great,0.0
earthquake	in,0.0
earthquake	kantō,0.0
earthquake	resulted,0.0
east	in,0.0
east	the,0.0
east	with,0.0
east's	anime,0.0
east's	as,0.0
east's	dubbed,0.0
east's	first,0.0
east's	is,0.0
east's	middle,0.0
east's	series,0.0
east's	show,0.0
east's	the,0.0
eastern	alba.,0.0
eastern	an,0.0
eastern	boom,0.0
eastern	caspian,0.0
eastern	dispute,0.0
eastern	does,0.0
eastern	in,0.0
eastern	marches,0.0
eastern	north,0.0
eastern	not,0.0
eastern	of,0.0
eastern	oil,0.0
eastern	over,0.0
eastern	producers,0.0
eastern	the,0.0
ecchi	across,0.0
ecchi	demographic,0.0
ecchi	elements,0.0
ecchi	groups,0.0
ecchi	incorporate,0.0
ecchi	incorporation,0.0
ecchi	of,0.0
ecchi	or,0.0
ecchi	sexual,0.0
ecchi	subgenres,0.0
ecchi	themes,0.0
ecchi	undertones,0.0
eckert	1947,0.0
eckert	26,0.0
eckert	and,0.0
eckert	creators,0.0
eckert	j,0.0
eckert	john,0.0
eckert	mauchly,0.0
eckert	presper,0.0
eclectic	and,0.0
eclectic	at,0.0
eclectic	drawing,0.0
eclectic	his,0.0
eclectic	in,0.0
eclectic	influential,0.0
eclectic	movements,0.0
eclectic	philosophies,0.0
eclectic	proudhon,0.0
eclectic	publication,0.0
eclectic	sources,0.0
eclectic	times,0.0
eclectic	upon,0.0
eclectic	various,0.0
eco-anarchism	a,0.0
eco-anarchism	anarchism,0.0
eco-anarchism	approaches.,0.0
eco-anarchism	is,0.0
eco-anarchism	or,0.0
ecological	about,0.0
ecological	feminist,0.0
ecological	it,0.0
ecological	or,0.0
ecological	responsibility,0.0
ecological	sexual,0.0
ecological	socio-economic,0.0
ecological	whether,0.0
economic	2000.,0.0
economic	2001,0.0
economic	according,0.0
economic	activity,0.0
economic	an,0.0
economic	and,0.0
economic	are,0.0
economic	as,0.0
economic	azerbaijan,0.0
economic	become,0.0
economic	being,0.0
economic	business,0.0
economic	computation,0.0
economic	development,0.0
economic	doing,0.0
economic	economic,0.0
economic	era.,0.0
economic	for,0.0
economic	forum,0.0
economic	high,0.0
economic	history.,0.0
economic	important,0.0
economic	in,0.0
economic	including,0.0
economic	indicators.,0.0
economic	its,0.0
economic	minister,0.0
economic	ministry,0.0
economic	obstacle,0.0
economic	of,0.0
economic	old,0.0
economic	on,0.0
economic	partisans,0.0
economic	privatized,0.0
economic	progress,0.0
economic	reform,0.0
economic	replaced,0.0
economic	report:,0.0
economic	since,0.0
economic	some,0.0
economic	soviet,0.0
economic	stepped,0.0
economic	structures,0.0
economic	terrorism,0.0
economic	the,0.0
economic	ties,0.0
economic	to,0.0
economic	up,0.0
economic	world,0.0
economical	and,0.0
economical	conceptions,0.0
economical	of,0.0
economical	political,0.0
economical	the,0.0
economics	anarchist,0.0
economics	and,0.0
economics	anti-capitalism,0.0
economics	anti-imperialism,0.0
economics	egoism,0.0
economics	in,0.0
economics	much,0.0
economics	of,0.0
economics	positions,0.0
economics	stirner's,0.0
economics	the,0.0
economics	warren,0.0
economics	with,0.0
economies	fastest,0.0
economies	growing,0.0
economies	in,0.0
economy	$760,0.0
economy	177,0.0
economy	2002,0.0
economy	a,0.0
economy	activities,0.0
economy	an,0.0
economy	and,0.0
economy	approximately,0.0
economy	are,0.0
economy	as,0.0
economy	azerbaijan,0.0
economy	azerbaijan's,0.0
economy	azerbaijani,0.0
economy	based,0.0
economy	beneficial,0.0
economy	but,0.0
economy	completed,0.0
economy	contributor,0.0
economy	cotton,0.0
economy	country,0.0
economy	country’s,0.0
economy	cultural,0.0
economy	diversification,0.0
economy	german,0.0
economy	has,0.0
economy	highly,0.0
economy	important,0.0
economy	into,0.0
economy	its,0.0
economy	largest,0.0
economy	market,0.0
economy	million,0.0
economy	nation,0.0
economy	national,0.0
economy	of,0.0
economy	oil,0.0
economy	part,0.0
economy	product,0.0
economy	regulated,0.0
economy	since,0.0
economy	size,0.0
economy	spain's,0.0
economy	that,0.0
economy	the,0.0
economy	these,0.0
economy	to,0.0
economy	was,0.0
economy	with,0.0
edgar	and,0.0
edgar	brothers,0.0
edgar	by,0.0
edgar	his,0.0
edgar	king,0.0
edgar	of,0.0
edgar's	accordance,0.0
edgar's	appanage,0.0
edgar's	brother,0.0
edgar's	but,0.0
edgar's	crown,0.0
edgar's	david,0.0
edgar's	granted,0.0
edgar's	in,0.0
edgar's	instructions,0.0
edgar's	scotland,0.0
edgar's	southern,0.0
edgar's	their,0.0
edgar's	will,0.0
edgar's	with,0.0
edited	1883–1907,0.0
edited	during,0.0
edited	he,0.0
edited	paper,0.0
editing	a,0.0
editing	cultural,0.0
editing	localization,0.0
editing	may,0.0
editing	of,0.0
editing	part,0.0
editing	references,0.0
editing	some,0.0
edmund	an,0.0
edmund	burke.,0.0
edmund	early,0.0
edna	bisexual,0.0
edna	openly,0.0
edna	radical,0.0
edna	st,0.0
edna	vincent,0.0
educate	the,0.0
educate	to,0.0
educate	was,0.0
education	2002).,0.0
education	and,0.0
education	another,0.0
education	believed,0.0
education	between,0.0
education	catalan,0.0
education	compulsion,0.0
education	conceptual,0.0
education	culture,0.0
education	cyréaniques,0.0
education	difference,0.0
education	education,0.0
education	free,0.0
education	freedom,0.0
education	from,0.0
education	he,0.0
education	himself,0.0
education	in,0.0
education	influence,0.0
education	is,0.0
education	just,0.0
education	like,0.0
education	on,0.0
education	popular,0.0
education	tendency,0.0
education	that,0.0
education	the,0.0
education	thought,0.0
education	tradition,0.0
education	under,0.0
educational	an,0.0
educational	estate,0.0
educational	experiments,0.0
educational	his,0.0
educational	on,0.0
educational	produce,0.0
educational	short-lived,0.0
educational	shorts,0.0
educational	to,0.0
educational	tolstoy's,0.0
educational	were,0.0
educator	as,0.0
educator	regards,0.0
educator	taught,0.0
educator	the,0.0
educator	which,0.0
edvac	1946,0.0
edvac	1949,0.0
edvac	eniac,0.0
edvac	of,0.0
edvac	the,0.0
edvac	university,0.0
edward	alexander,0.0
edward	confessor,0.0
edward	grandniece,0.0
edward	of,0.0
edward	the,0.0
edward	wessex,0.0
effect	a,0.0
effect	added,0.0
effect	and,0.0
effect	but,0.0
effect	characters,0.0
effect	color,0.0
effect	comedic,0.0
effect	development,0.0
effect	for,0.0
effect	hairstyle,0.0
effect	lasting,0.0
effect	of,0.0
effect	on,0.0
effect	poitras,0.0
effect	profound,0.0
effect	the,0.0
effect	traces,0.0
effect	visual,0.0
effective	an,0.0
effectively	as,0.0
effects	camera,0.0
effects	cinematic,0.0
effects	including,0.0
effects	of,0.0
efficiency	animation,0.0
efficiency	improve,0.0
efficiency	of,0.0
efficiency	production,0.0
efficiency	the,0.0
efficiency	to,0.0
effort	best-known,0.0
effort	in,0.0
effort	the,0.0
efforts	the,0.0
ego	and,0.0
ego	german,0.0
ego	its,0.0
ego	max,0.0
ego	own,0.0
ego	published,0.0
ego	stirner,0.0
ego	stirner's,0.0
ego	the,0.0
egoism	anarchism,0.0
egoism	anarchists,0.0
egoism	and,0.0
egoism	are,0.0
egoism	argue,0.0
egoism	benjamin,0.0
egoism	by,0.0
egoism	called,0.0
egoism	economics,0.0
egoism	egoist,0.0
egoism	foster,0.0
egoism	fused,0.0
egoism	genuine,0.0
egoism	individualism,0.0
egoism	individualist,0.0
egoism	individuals,0.0
egoism	influenced,0.0
egoism	of,0.0
egoism	or,0.0
egoism	radical,0.0
egoism	stirner's,0.0
egoism	strongly,0.0
egoism	that,0.0
egoism	the,0.0
egoism	tucker,0.0
egoism	will,0.0
egoism	with,0.0
egoist	anarchists,0.0
egoist	argue,0.0
egoist	of,0.0
egoist	or,0.0
egoist	state,0.0
egoist	the,0.0
egoists	associations,0.0
egoists	foresaw,0.0
egoists	non-systematic,0.0
egoists	of,0.0
egoists	unions,0.0
eight	2010,0.0
eight	about,0.0
eight	and,0.0
eight	anime,0.0
eight	are,0.0
eight	artists,0.0
eight	azerbaijan,0.0
eight	biggest,0.0
eight	characters,0.0
eight	entered,0.0
eight	estimated,0.0
eight	group,0.0
eight	heads,0.0
eight	into,0.0
eight	killed,0.0
eight	million,0.0
eight	of,0.0
eight	oil,0.0
eight	organization,0.0
eight	people,0.0
eight	seven,0.0
eight	suppliers,0.0
eight	tall,0.0
eight	that,0.0
eight	the,0.0
eight	to,0.0
eight	top,0.0
eight	world,0.0
eight	wto,0.0
eight-hour	1890,0.0
eight-hour	a,0.0
eight-hour	and,0.0
eight-hour	by,0.0
eight-hour	day,0.0
eight-hour	for,0.0
eight-hour	in,0.0
eight-hour	made,0.0
eight-hour	organise,0.0
eight-hour	struggle,0.0
eight-hour	the,0.0
eight-hour	to,0.0
eight-hour	was,0.0
eight-hour	which,0.0
eight-hour	work,0.0
eilean	an,0.0
eilean	at,0.0
eilean	augustinian,0.0
eilean	ban,0.0
eilean	dedicated,0.0
eilean	nam,0.0
eilean	priory,0.0
eilean	the,0.0
eilean	to,0.0
either	added,0.0
either	central,0.0
either	drive,0.0
either	driven,0.0
either	flavor,0.0
either	imprisoned,0.0
either	russia,0.0
either	series,0.0
either	story,0.0
either	to,0.0
either	were,0.0
el	anarchist,0.0
el	in,0.0
el	journal,0.0
el	porvenir,0.0
el	the,0.0
electing	a,0.0
electing	action,0.0
electing	as,0.0
electing	representative,0.0
electing	such,0.0
election	a,0.0
election	but,0.0
election	right,0.0
election	victory,0.0
election	wing,0.0
electoral	alliance,0.0
electoral	front,0.0
electoral	popular,0.0
electrical	abc,0.0
electrical	an,0.0
electrical	as,0.0
electrical	computing,0.0
electrical	machine,0.0
electrified	and,0.0
electro-mechanical	and,0.0
electro-mechanical	calculators,0.0
electro-mechanical	functions,0.0
electro-mechanical	like,0.0
electro-mechanical	much,0.0
electro-mechanical	the,0.0
electro-mechanical	unit,0.0
electromechanical	electronic,0.0
electromechanical	implemented,0.0
electromechanical	speed,0.0
electromechanical	were,0.0
electromechanical	with,0.0
electronic	1943,0.0
electronic	8,0.0
electronic	an,0.0
electronic	and,0.0
electronic	arithmetic,0.0
electronic	at,0.0
electronic	automatic,0.0
electronic	binary,0.0
electronic	but,0.0
electronic	computer,0.0
electronic	computing,0.0
electronic	device,0.0
electronic	did,0.0
electronic	digital,0.0
electronic	early,0.0
electronic	electromechanical,0.0
electronic	electronic,0.0
electronic	elements,0.0
electronic	entirely,0.0
electronic	first,0.0
electronic	from,0.0
electronic	fully,0.0
electronic	functions,0.0
electronic	implemented,0.0
electronic	included,0.0
electronic	including,0.0
electronic	instance,0.0
electronic	logic,0.0
electronic	matter,0.0
electronic	memory,0.0
electronic	not,0.0
electronic	of,0.0
electronic	require,0.0
electronic	speed,0.0
electronic	subject,0.0
electronic	switching,0.0
electronic	that,0.0
electronic	the,0.0
electronic	therefore,0.0
electronic	time,0.0
electronic	to,0.0
electronic	user,0.0
electronic	vacuum,0.0
electronic	was,0.0
electronic	were,0.0
electronic	with,0.0
electronic	within,0.0
electronic	world's,0.0
electronics	the,0.0
electrostatically	by,0.0
elements	and,0.0
elements	anime,0.0
elements	but,0.0
elements	conservative,0.0
elements	contain,0.0
elements	ecchi,0.0
elements	electronic,0.0
elements	enthusiasts,0.0
elements	failure,0.0
elements	fundamental,0.0
elements	genres,0.0
elements	important,0.0
elements	in,0.0
elements	include,0.0
elements	incorporation,0.0
elements	is,0.0
elements	its,0.0
elements	of,0.0
elements	other,0.0
elements	pioneered,0.0
elements	popular,0.0
elements	pornographic,0.0
elements	remain,0.0
elements	sometimes,0.0
elements	switching,0.0
elements	that,0.0
elements	today,0.0
elements	took,0.0
elements	with,0.0
eliminate	a,0.0
eliminate	and,0.0
eliminate	another,0.0
eliminate	constant,0.0
eliminate	it,0.0
eliminate	of,0.0
eliminate	one,0.0
eliminate	repeated,0.0
eliminate	revolution,0.0
eliminate	term,0.0
eliminate	the,0.0
eliminate	to,0.0
eliminated	be,0.0
elimination	the,0.0
elite	a,0.0
elite	an,0.0
elite	as,0.0
elite	azerbaijan,0.0
elite	destination,0.0
elite	had,0.0
elite	new,0.0
elite	tourist,0.0
elsewhere	ace,0.0
elsewhere	and,0.0
elsewhere	at,0.0
elsewhere	did,0.0
elsewhere	implement,0.0
elsewhere	it,0.0
elsewhere	nor,0.0
elsewhere	npl,0.0
elsewhere	of,0.0
embarrassment	blushing,0.0
embarrassment	eyes,0.0
embarrassment	for,0.0
embarrassment	glowing,0.0
embarrassment	nervousness,0.0
embarrassment	or,0.0
embarrassment	visible,0.0
embodies	a,0.0
embodies	attitudes,0.0
embodies	debates.,0.0
embodies	diverse,0.0
embodies	is,0.0
embodies	many,0.0
embodies	philosophy,0.0
embodies	tendencies,0.0
embodies	that,0.0
embodies	which,0.0
embrace	as,0.0
embrace	famous,0.0
embrace	group,0.0
embrace	illegalism.,0.0
embrace	to,0.0
embraced	anarchism,0.0
embraced	and,0.0
embraced	breton,0.0
embraced	collaborated,0.0
embraced	now,0.0
embraced	openly,0.0
embraced	which,0.0
emerged	alternative,0.0
emerged	although,0.0
emerged	america,0.0
emerged	an,0.0
emerged	anarchism,0.0
emerged	and,0.0
emerged	art,0.0
emerged	as,0.0
emerged	azerbaijan,0.0
emerged	feminist,0.0
emerged	has,0.0
emerged	have,0.0
emerged	in,0.0
emerged	movements,0.0
emerged	north,0.0
emerged	of,0.0
emerged	organisational,0.0
emerged	practice,0.0
emerged	schools,0.0
emerged	style,0.0
emerged	synthesis,0.0
emerged	tendencies,0.0
emerged	that,0.0
emerged	thought,0.0
emerged	war.,0.0
emergence	graham's,0.0
emergence	new,0.0
emergence	of,0.0
emergence	release,0.0
emergence	the,0.0
emergence	two,0.0
emergence	volume,0.0
emergent	in,0.0
emergent	response,0.0
emergent	technologies,0.0
emergent	the,0.0
emergent	to,0.0
emerges	organisation,0.0
emile	anarchism,0.0
emile	armand,0.0
emile	oscar,0.0
emile	was,0.0
emile	wilde,0.0
emirs	authorities,0.0
emirs	but,0.0
emirs	centralized,0.0
emirs	interpretations,0.0
emirs	of,0.0
emirs	such,0.0
emirs	the,0.0
emma	anarchist,0.0
emma	anarchists,0.0
emma	and,0.0
emma	as,0.0
emma	benoît,0.0
emma	bombings,0.0
emma	broutchoux,0.0
emma	by,0.0
emma	de,0.0
emma	early,0.0
emma	fabbri,0.0
emma	feminist,0.0
emma	frequented,0.0
emma	goldman,0.0
emma	luigi,0.0
emma	monatte,0.0
emma	rocker,0.0
emma	rudolf,0.0
emma	such,0.0
emma	voltairine,0.0
emotion	convey,0.0
emotions	action,0.0
emotions	and,0.0
emotions	be,0.0
emotions	certain,0.0
emotions	depicted,0.0
emotions	entire,0.0
emotions	human,0.0
emotions	of,0.0
emotions	range,0.0
emotions	to,0.0
emotive	large,0.0
emphasis	animation,0.0
emphasis	is,0.0
emphasis	on,0.0
emphasis	place,0.0
emphasis	scenes,0.0
emphasis	the,0.0
emphasis	where,0.0
emphasise	achieve,0.0
emphasise	in,0.0
emphasise	liberty,0.0
emphasise	positive,0.0
emphasise	social,0.0
emphasise	sought,0.0
emphasise	the,0.0
emphasise	those,0.0
emphasise	to,0.0
emphasise	wing,0.0
emphasises	anarchism,0.0
emphasises	and,0.0
emphasises	cooperation,0.0
emphasises	personal,0.0
emphasises	property,0.0
emphasize	that,0.0
emphasize	the,0.0
emphasize	to,0.0
emphasize	used,0.0
emphasizes	anarchism,0.0
emphasizes	anarchist,0.0
emphasizes	and,0.0
emphasizes	anime,0.0
emphasizes	art,0.0
emphasizes	environmental,0.0
emphasizes	insurrection,0.0
emphasizes	is,0.0
emphasizes	issues,0.0
emphasizes	movement,0.0
emphasizes	on,0.0
emphasizes	quality,0.0
emphasizes	that,0.0
emphasizes	the,0.0
emphasizes	thought,0.0
emphasizes	which,0.0
emphasizes	with,0.0
emphasizes	within,0.0
employed	added,0.0
employed	an,0.0
employed	animators,0.0
employed	are,0.0
employed	as,0.0
employed	background,0.0
employed	educational,0.0
employed	flavor,0.0
employed	government,0.0
employed	including,0.0
employed	is,0.0
employed	music,0.0
employed	not,0.0
employed	of,0.0
employed	patronage,0.0
employed	produce,0.0
employed	symbols,0.0
employed	than,0.0
employed	the,0.0
employed	to,0.0
employed	which,0.0
employment	and,0.0
empower	aimed,0.0
empower	class,0.0
empower	spain,0.0
empower	that,0.0
empower	to,0.0
empower	women,0.0
empower	working,0.0
enactment	at,0.0
enactment	attempts,0.0
enactment	collectivization,0.0
enactment	factories,0.0
enactment	resisted,0.0
enactment	run,0.0
enactment	were,0.0
encounter	adults,0.0
encounter	between,0.0
encounter	consenting,0.0
encounter	he,0.0
encounter	of,0.0
encounter	possibility,0.0
encounter	sexual,0.0
encounter	the,0.0
encounter	voluntary,0.0
encouraged	and,0.0
encouraged	here,0.0
encouraged	now,0.0
encouraged	playing,0.0
encouraged	sexual,0.0
encouraged	they,0.0
encouraged	with,0.0
"encyclopaedia	anarchism.""blackwell",0.0
encyclopedia	britannica,0.0
encyclopedia	the,0.0
encyclopedia	to,0.0
end	19th,0.0
end	anarchy,0.0
end	and,0.0
end	as,0.0
end	at,0.0
end	consequently,0.0
end	have,0.0
end	of,0.0
end	refrain,0.0
end	revolutionized,0.0
end	states,0.0
end	the,0.0
end	their,0.0
end	united,0.0
ended	change,0.0
endowments	the,0.0
endowments	tradition,0.0
endowments	waqf,0.0
ends	during,0.0
ends	for,0.0
ends	his,0.0
ends	own,0.0
ends	the,0.0
enemies	are,0.0
enemies	as,0.0
enemies	his,0.0
enemies	however,0.0
enemies	identity,0.0
energy	a,0.0
